date,dis24_Noonkhawa,dis24_Chilmari,dis24_Bahadurabad,dis24_Sariakandi,dis24_Kazipur,dis24_Serajganj,dis24_Aricha
1987-01-01,4140.7847,4535.97705078125,4773.57763671875,4836.71142578125,4856.50634765625,4871.50244140625,4963.4384765625
1987-01-02,4113.56,4492.724609375,4712.82568359375,4764.22119140625,4779.18994140625,4791.06494140625,4874.646484375
1987-01-03,4084.6008,4456.45654296875,4661.89111328125,4702.1494140625,4714.06396484375,4722.95751953125,4792.74609375
1987-01-04,4050.5452,4423.57763671875,4618.00146484375,4650.787109375,4659.84326171875,4666.29345703125,4722.771484375
1987-01-05,4007.9436,4388.9482421875,4578.58154296875,4606.76318359375,4613.91259765625,4618.57275390625,4663.95556640625
1987-01-06,3954.8618,4346.78857421875,4539.73095703125,4566.8046875,4573.0302734375,4576.8447265625,4614.03466796875
1987-01-07,3891.6477,4292.6279296875,4495.9794921875,4526.39892578125,4532.92431640625,4536.71240234375,4569.7734375
1987-01-08,3820.701,4226.240234375,4443.3828125,4480.943359375,4489.06591796875,4494.04541015625,4527.19287109375
1987-01-09,3745.4329,4151.1572265625,4379.44287109375,4426.16943359375,4436.703125,4443.119140625,4480.576171875
1987-01-10,3668.8386,4072.13525390625,4306.99462890625,4361.7060546875,4374.88232421875,4383.86572265625,4427.138671875
1987-01-11,3592.4253,3991.73095703125,4229.04052734375,4289.67919921875,4304.9521484375,4315.5166015625,4366.4326171875
1987-01-12,3517.6885,3911.026123046875,4147.30126953125,4211.54638671875,4228.052734375,4239.2861328125,4296.16357421875
1987-01-13,3446.5679,3832.13427734375,4064.566650390625,4130.56494140625,4147.94384765625,4160.609375,4221.28662109375
1987-01-14,3380.7495,3757.33251953125,3982.45166015625,4048.625244140625,4066.248291015625,4078.917724609375,4142.951171875
1987-01-15,3320.698,3689.4267578125,3903.0537109375,3966.96533203125,3984.106201171875,3996.12060546875,4060.56787109375
1987-01-16,3268.5818,3631.141357421875,3830.34814453125,3889.273193359375,3905.396728515625,3917.28662109375,3979.310546875
1987-01-17,3225.5618,3582.90869140625,3766.888427734375,3818.282958984375,3832.49365234375,3842.6396484375,3901.31005859375
1987-01-18,3190.3176,3542.859619140625,3714.349365234375,3755.85693359375,3767.359619140625,3775.518310546875,3827.546142578125
1987-01-19,3160.205,3508.63134765625,3673.15869140625,3704.038818359375,3712.346923828125,3718.077392578125,3761.484130859375
1987-01-20,3131.5593,3476.219482421875,3640.869384765625,3663.038818359375,3668.330078125,3671.67236328125,3705.143798828125
1987-01-21,3102.1562,3442.810546875,3612.280517578125,3630.213134765625,3633.498779296875,3635.11962890625,3659.430419921875
1987-01-22,3072.0583,3409.31591796875,3582.37841796875,3600.606689453125,3603.275390625,3604.133056640625,3622.714599609375
1987-01-23,3042.2876,3378.53271484375,3549.69677734375,3569.886962890625,3572.821044921875,3573.49609375,3590.45458984375
1987-01-24,3015.4675,3350.760009765625,3516.051513671875,3537.2421875,3540.596923828125,3541.72119140625,3559.033935546875
1987-01-25,2994.0151,3324.60205078125,3483.232666015625,3504.03515625,3507.461669921875,3508.6875,3526.958251953125
1987-01-26,2978.5256,3298.197998046875,3451.58837890625,3471.375244140625,3474.5478515625,3475.537841796875,3493.855224609375
1987-01-27,2967.5625,3271.892822265625,3420.491455078125,3439.543212890625,3442.4453125,3443.270751953125,3460.630126953125
1987-01-28,2959.4158,3247.67041015625,3390.2001953125,3408.493408203125,3411.161376953125,3411.814697265625,3428.183349609375
1987-01-29,2954.578,3226.76416015625,3361.45166015625,3378.610595703125,3381.043701171875,3381.593017578125,3396.8984375
1987-01-30,2952.9102,3210.334716796875,3335.618896484375,3350.503173828125,3352.48095703125,3352.74853515625,3367.155029296875
1987-01-31,2949.7773,3198.05615234375,3313.560546875,3324.885986328125,3325.908447265625,3325.0712890625,3337.82763671875
1987-02-01,2939.636,3187.35888671875,3295.669677734375,3302.4453125,3302.070556640625,3299.957763671875,3309.521240234375
1987-02-02,2919.2024,3174.32666015625,3281.020263671875,3279.871826171875,3277.039306640625,3273.54248046875,3280.425537109375
1987-02-03,2889.3567,3154.533935546875,3266.761474609375,3262.106201171875,3256.738037109375,3250.955810546875,3250.389404296875
1987-02-04,2854.7825,3128.94970703125,3250.781494140625,3247.095703125,3241.619873046875,3236.335205078125,3228.772216796875
1987-02-05,2819.7068,3100.140625,3231.836181640625,3230.950439453125,3225.897705078125,3220.20263671875,3212.620361328125
1987-02-06,2786.0222,3069.943115234375,3209.902099609375,3211.737548828125,3207.412841796875,3202.022705078125,3195.064453125
1987-02-07,2754.593,3039.26025390625,3185.095947265625,3189.70947265625,3186.166748046875,3181.3408203125,3175.75439453125
1987-02-08,2726.8005,3007.910400390625,3157.08544921875,3164.572509765625,3161.8525390625,3157.57080078125,3154.063232421875
1987-02-09,2704.7825,2976.6162109375,3126.4951171875,3136.555419921875,3134.634765625,3131.080078125,3129.88232421875
1987-02-10,2689.5342,2947.000244140625,3094.817138671875,3106.375,3105.111572265625,3102.222900390625,3103.471435546875
1987-02-11,2679.96,2920.854736328125,3064.14111328125,3076.21240234375,3075.58154296875,3073.899658203125,3076.53369140625
1987-02-12,2672.6602,2900.4404296875,3034.53125,3045.989501953125,3045.214111328125,3042.74072265625,3047.8388671875
1987-02-13,2663.7178,2886.48876953125,3008.05419921875,3016.29248046875,3014.861328125,3011.825439453125,3016.23193359375
1987-02-14,2651.0415,2878.225830078125,2986.120361328125,2989.88671875,2987.259765625,2983.17236328125,2984.953125
1987-02-15,2633.4172,2871.88134765625,2968.96923828125,2967.578369140625,2963.4892578125,2958.508544921875,2956.348388671875
1987-02-16,2610.981,2860.9326171875,2955.422119140625,2949.826171875,2944.178955078125,2937.896240234375,2931.433349609375
1987-02-17,2585.2036,2842.09912109375,2942.302734375,2935.470458984375,2928.90966796875,2921.7900390625,2910.053955078125
1987-02-18,2560.2397,2816.769287109375,2925.79443359375,2921.259033203125,2914.72119140625,2907.250244140625,2892.775390625
1987-02-19,2542.2654,2790.895263671875,2904.3916015625,2904.112060546875,2898.48828125,2891.463623046875,2877.3623046875
1987-02-20,2538.8398,2772.407470703125,2880.332763671875,2883.032958984375,2878.5556640625,2872.567626953125,2861.152099609375
1987-02-21,2557.2673,2768.913818359375,2858.55126953125,2859.819580078125,2855.6533203125,2849.992919921875,2841.585693359375
1987-02-22,2597.2898,2784.157958984375,2845.873046875,2839.3740234375,2833.950927734375,2827.615234375,2818.907958984375
1987-02-23,2646.556,2815.462890625,2847.82568359375,2827.445068359375,2818.8447265625,2810.247802734375,2796.95361328125
1987-02-24,2693.1316,2855.71435546875,2866.1533203125,2829.087890625,2815.796875,2803.810546875,2780.2880859375
1987-02-25,2736.5342,2898.4052734375,2897.29296875,2845.770751953125,2827.5947265625,2811.69580078125,2774.04443359375
1987-02-26,2789.8367,2942.648681640625,2935.306640625,2874.748779296875,2852.7841796875,2833.46630859375,2780.87109375
1987-02-27,2865.854,2996.737548828125,2976.97607421875,2910.811767578125,2886.44873046875,2864.863525390625,2800.319091796875
1987-02-28,2966.5786,3077.16748046875,3029.56201171875,2955.489013671875,2929.54052734375,2907.674560546875,2833.489990234375
1987-03-01,3083.6924,3191.70458984375,3102.498291015625,3011.9482421875,2982.762939453125,2958.3779296875,2878.454833984375
1987-03-02,3213.22,3333.7158203125,3201.149169921875,3078.50927734375,3040.2578125,3010.266357421875,2920.880859375
1987-03-03,3350.7478,3496.28271484375,3328.687255859375,3173.647705078125,3123.376708984375,3084.512451171875,2962.717529296875
1987-03-04,3479.479,3661.438720703125,3482.02978515625,3300.988525390625,3241.787841796875,3194.317138671875,3034.440673828125
1987-03-05,3587.4338,3803.873779296875,3647.477783203125,3454.02783203125,3388.05126953125,3335.1640625,3144.083740234375
1987-03-06,3682.284,3909.872802734375,3803.0625,3616.8134765625,3549.72021484375,3493.9111328125,3281.837158203125
1987-03-07,3785.2095,3986.200439453125,3930.651123046875,3769.14208984375,3706.802001953125,3653.563232421875,3434.942626953125
1987-03-08,3905.36,4058.1865234375,4028.41162109375,3895.675048828125,3842.258544921875,3796.112060546875,3591.493408203125
1987-03-09,4026.7441,4144.47412109375,4110.90625,3994.8046875,3948.35205078125,3908.07421875,3729.87744140625
1987-03-10,4134.985,4251.38916015625,4197.34033203125,4081.776123046875,4038.145751953125,4000.846435546875,3844.48681640625
1987-03-11,4241.4424,4383.96337890625,4300.41357421875,4173.1064453125,4127.62890625,4089.833740234375,3942.421142578125
1987-03-12,4386.5483,4548.59326171875,4429.1611328125,4282.7900390625,4233.0439453125,4192.47216796875,4038.658935546875
1987-03-13,4607.3906,4750.38427734375,4595.16650390625,4420.69287109375,4364.16259765625,4319.01904296875,4152.27685546875
1987-03-14,4888.337,4993.6103515625,4809.88623046875,4596.884765625,4529.98974609375,4477.25537109375,4287.44140625
1987-03-15,5160.982,5269.66748046875,5075.10888671875,4820.47607421875,4739.94580078125,4676.74072265625,4451.50341796875
1987-03-16,5388.779,5545.078125,5371.4228515625,5091.646484375,5000.52001953125,4927.54443359375,4658.7060546875
1987-03-17,5581.3706,5790.63916015625,5662.45458984375,5387.6484375,5293.384765625,5216.40234375,4915.7685546875
1987-03-18,5754.813,6004.6005859375,5922.1728515625,5673.62109375,5584.77880859375,5510.4326171875,5201.3193359375
1987-03-19,5910.816,6208.33203125,6151.892578125,5929.38671875,5848.92138671875,5781.12158203125,5486.23583984375
1987-03-20,6065.8354,6437.8203125,6377.5126953125,6162.2529296875,6086.98681640625,6024.212890625,5757.06396484375
