date,dis24_Noonkhawa,dis24_Chilmari,dis24_Bahadurabad,dis24_Sariakandi,dis24_Kazipur,dis24_Serajganj,dis24_Aricha
2011-01-01,4763.1807,5262.94091796875,5508.33349609375,5554.447265625,5567.8623046875,5576.51953125,5650.96533203125
2011-01-02,4669.959,5177.89697265625,5438.728515625,5492.5947265625,5506.3701171875,5515.5751953125,5587.36376953125
2011-01-03,4575.747,5081.1298828125,5352.9208984375,5417.45166015625,5434.4931640625,5445.578125,5519.8642578125
2011-01-04,4486.502,4984.05517578125,5254.27734375,5328.24755859375,5348.330078125,5362.0458984375,5443.1103515625
2011-01-05,4407.636,4898.7060546875,5153.70166015625,5230.0869140625,5251.84619140625,5267.1142578125,5353.86474609375
2011-01-06,4339.2827,4823.8818359375,5061.79931640625,5132.41943359375,5153.41455078125,5168.404296875,5255.34912109375
2011-01-07,4275.6074,4749.736328125,4981.07958984375,5043.25048828125,5061.9072265625,5075.306640625,5155.814453125
2011-01-08,4214.706,4672.19970703125,4907.02685546875,4963.4755859375,4979.93798828125,4991.537109375,5062.55322265625
2011-01-09,4159.3276,4596.259765625,4835.59716796875,4889.4150390625,4904.6083984375,4914.986328125,4977.861328125
2011-01-10,4110.259,4528.15673828125,4766.240234375,4818.27685546875,4832.82421875,4842.7783203125,4900.693359375
2011-01-11,4063.457,4469.849609375,4700.2451171875,4749.71484375,4763.53759765625,4772.81689453125,4827.2685546875
2011-01-12,4015.9375,4418.48779296875,4638.3671875,4684.681640625,4697.599609375,4706.27587890625,4756.8232421875
2011-01-13,3969.8928,4371.927734375,4580.14306640625,4623.43359375,4635.36865234375,4643.220703125,4690.3828125
2011-01-14,3932.916,4329.71337890625,4525.40966796875,4565.578125,4576.52490234375,4583.57763671875,4627.68359375
2011-01-15,3914.8481,4291.40185546875,4474.93310546875,4511.400390625,4521.19775390625,4527.15283203125,4568.03515625
2011-01-16,3922.208,4260.55859375,4429.27734375,4461.33447265625,4469.8642578125,4474.8125,4511.658203125
2011-01-17,3956.0715,4248.3447265625,4393.298828125,4417.6025390625,4424.44287109375,4428.81640625,4460.66064453125
2011-01-18,4006.1482,4262.84814453125,4374.8115234375,4384.90185546875,4388.3447265625,4389.84326171875,4415.49951171875
2011-01-19,4054.7783,4301.6513671875,4380.14111328125,4370.00048828125,4368.09716796875,4365.75830078125,4378.767578125
2011-01-20,4084.9165,4353.705078125,4409.63134765625,4378.23779296875,4369.91943359375,4362.7587890625,4358.12060546875
2011-01-21,4086.3313,4399.73681640625,4455.05615234375,4408.53271484375,4394.46826171875,4382.505859375,4357.78125
2011-01-22,4057.272,4423.05712890625,4500.66357421875,4451.599609375,4434.64501953125,4419.470703125,4378.4267578125
2011-01-23,4002.584,4415.28515625,4530.78125,4492.751953125,4477.07763671875,4462.1630859375,4414.3916015625
2011-01-24,3934.8901,4377.9736328125,4536.19775390625,4518.14501953125,4507.31201171875,4495.69482421875,4454.04931640625
2011-01-25,3869.5579,4322.89404296875,4515.96142578125,4519.669921875,4515.22607421875,4508.31103515625,4483.00439453125
2011-01-26,3820.6729,4266.0947265625,4476.81005859375,4497.64892578125,4499.1689453125,4497.24658203125,4491.45556640625
2011-01-27,3798.6958,4222.1298828125,4429.9365234375,4458.876953125,4464.162109375,4465.53173828125,4477.41015625
2011-01-28,3808.4048,4201.1650390625,4387.849609375,4414.31396484375,4420.373046875,4423.048828125,4445.2509765625
2011-01-29,3849.553,4208.1318359375,4361.5,4375.85888671875,4379.640625,4381.0126953125,4403.99755859375
2011-01-30,3918.998,4243.6943359375,4358.44189453125,4353.17431640625,4351.9658203125,4349.47265625,4363.85888671875
2011-01-31,4009.0989,4304.087890625,4382.70556640625,4353.63671875,4345.65478515625,4337.92333984375,4335.31005859375
2011-02-01,4105.253,4382.29638671875,4434.20703125,4381.66015625,4366.572265625,4354.11328125,4328.8603515625
2011-02-02,4187.732,4465.97607421875,4504.5234375,4430.15478515625,4407.3544921875,4388.451171875,4343.19140625
2011-02-03,4241.657,4540.59716796875,4581.607421875,4497.1630859375,4468.6318359375,4444.7216796875,4375.9130859375
2011-02-04,4261.994,4593.57275390625,4652.2314453125,4571.2470703125,4541.6708984375,4516.0908203125,4431.8876953125
2011-02-05,4248.2764,4614.41455078125,4704.0166015625,4637.4931640625,4610.62646484375,4586.42138671875,4500.5703125
2011-02-06,4202.4424,4597.90966796875,4728.09716796875,4684.224609375,4663.09814453125,4643.09228515625,4567.45361328125
2011-02-07,4133.311,4546.0537109375,4719.31005859375,4703.07080078125,4689.6845703125,4675.529296875,4619.70947265625
2011-02-08,4056.9573,4469.10205078125,4677.68115234375,4689.48388671875,4684.66162109375,4677.31640625,4646.8994140625
2011-02-09,3992.5928,4383.763671875,4609.77734375,4644.6298828125,4647.5244140625,4646.30908203125,4643.0
2011-02-10,3953.236,4309.1279296875,4529.1376953125,4576.67529296875,4584.9951171875,4588.68115234375,4608.3671875
2011-02-11,3946.7751,4260.83544921875,4451.47119140625,4499.29931640625,4509.6044921875,4515.673828125,4550.01123046875
2011-02-12,3975.2375,4254.77392578125,4392.55224609375,4426.5341796875,4434.7998046875,4439.88818359375,4478.39990234375
2011-02-13,4031.3623,4296.05517578125,4368.96044921875,4374.62744140625,4376.4736328125,4377.41650390625,4406.875
2011-02-14,4092.427,4365.333984375,4388.87109375,4357.65576171875,4349.39111328125,4342.646484375,4350.29833984375
2011-02-15,4128.044,4433.55712890625,4443.787109375,4380.45703125,4361.37744140625,4346.08056640625,4321.3447265625
2011-02-16,4126.6997,4481.232421875,4512.4736328125,4433.4775390625,4406.81201171875,4384.25146484375,4327.69287109375
2011-02-17,4104.3906,4507.46337890625,4575.173828125,4499.21337890625,4470.85546875,4446.73876953125,4367.62744140625
2011-02-18,4082.828,4529.30419921875,4621.35888671875,4559.11572265625,4533.7392578125,4510.97998046875,4428.9755859375
2011-02-19,4083.062,4573.01220703125,4656.44677734375,4604.12451171875,4582.509765625,4562.67822265625,4490.43212890625
2011-02-20,4127.321,4648.04052734375,4701.44287109375,4642.837890625,4621.82958984375,4603.25927734375,4540.5634765625
2011-02-21,4208.0522,4721.47705078125,4769.45751953125,4692.7822265625,4667.470703125,4645.560546875,4582.4267578125
2011-02-22,4289.352,4773.12646484375,4850.01416015625,4763.56640625,4734.30322265625,4711.0390625,4632.89306640625
2011-02-23,4352.424,4805.45703125,4919.77099609375,4840.58740234375,4810.80810546875,4784.4169921875,4698.5810546875
2011-02-24,4413.261,4823.84912109375,4965.517578125,4903.07666015625,4876.837890625,4852.5390625,4767.3173828125
2011-02-25,4488.245,4843.8583984375,4990.17333984375,4944.9033203125,4924.0244140625,4903.9794921875,4830.1474609375
2011-02-26,4573.5845,4876.08642578125,5005.8330078125,4969.076171875,4952.0556640625,4935.2158203125,4876.966796875
2011-02-27,4669.327,4923.42529296875,5026.13232421875,4986.861328125,4970.6044921875,4955.16552734375,4906.61279296875
2011-02-28,4811.1387,4993.287109375,5059.5458984375,5010.0478515625,4991.611328125,4974.357421875,4926.359375
2011-03-01,5070.6084,5117.1962890625,5117.4404296875,5048.60498046875,5025.7333984375,5005.65673828125,4947.8544921875
2011-03-02,5489.754,5346.7216796875,5224.90576171875,5108.87744140625,5073.7060546875,5045.7734375,4967.9013671875
2011-03-03,5989.682,5711.94580078125,5425.158203125,5232.13720703125,5176.02783203125,5133.05859375,5001.68115234375
2011-03-04,6382.544,6158.587890625,5749.54736328125,5460.1298828125,5376.50048828125,5311.84912109375,5104.59033203125
2011-03-05,6527.6523,6536.658203125,6156.2587890625,5803.9619140625,5693.958984375,5607.37939453125,5306.2939453125
2011-03-06,6427.7173,6714.40869140625,6517.75634765625,6198.904296875,6085.55810546875,5991.5029296875,5623.38037109375
2011-03-07,6176.2524,6676.69482421875,6709.802734375,6514.68359375,6428.5078125,6351.56201171875,6000.5400390625
