date,dis24_Noonkhawa,dis24_Chilmari,dis24_Bahadurabad,dis24_Sariakandi,dis24_Kazipur,dis24_Serajganj,dis24_Aricha
2005-01-01,4089.6743,4510.84814453125,4758.99365234375,4778.12890625,4782.451171875,4784.35693359375,4821.91748046875
2005-01-02,4090.7407,4478.13134765625,4725.6103515625,4748.71826171875,4753.0654296875,4755.31884765625,4793.62109375
2005-01-03,4090.7957,4452.95556640625,4686.50634765625,4713.23388671875,4718.73193359375,4721.59765625,4759.7646484375
2005-01-04,4090.5408,4436.0400390625,4646.55615234375,4673.82666015625,4679.83544921875,4682.7802734375,4721.28271484375
2005-01-05,4088.8699,4426.529296875,4611.6025390625,4635.302734375,4640.86962890625,4644.30908203125,4680.44775390625
2005-01-06,4085.4297,4421.8916015625,4583.7119140625,4601.6240234375,4605.673828125,4607.728515625,4640.07373046875
2005-01-07,4082.206,4418.38232421875,4562.44140625,4574.15576171875,4576.25244140625,4576.8642578125,4602.15087890625
2005-01-08,4080.218,4414.4404296875,4546.08447265625,4553.18505859375,4553.60693359375,4552.822265625,4570.4853515625
2005-01-09,4077.2974,4409.880859375,4532.7021484375,4536.76708984375,4535.9853515625,4534.09814453125,4545.27001953125
2005-01-10,4069.195,4406.03076171875,4521.505859375,4523.484375,4521.962890625,4519.59814453125,4525.2412109375
2005-01-11,4053.9683,4406.06982421875,4512.98095703125,4512.52490234375,4510.31396484375,4507.3427734375,4509.61865234375
2005-01-12,4033.2039,4410.9814453125,4509.1240234375,4504.8115234375,4501.72998046875,4498.56103515625,4498.482421875
2005-01-13,4007.8052,4416.6328125,4511.890625,4502.32763671875,4497.79443359375,4493.38330078125,4489.82763671875
2005-01-14,3974.693,4413.46044921875,4518.60205078125,4505.1396484375,4499.07861328125,4493.21484375,4484.63330078125
2005-01-15,3928.957,4390.06298828125,4522.953125,4510.23046875,4503.56103515625,4496.970703125,4484.06982421875
2005-01-16,3869.4407,4341.01806640625,4516.7734375,4511.8837890625,4506.4248046875,4500.37451171875,4486.685546875
2005-01-17,3799.4016,4269.27734375,4490.3837890625,4501.58447265625,4499.74462890625,4496.0517578125,4487.94189453125
2005-01-18,3727.5098,4184.8955078125,4439.0087890625,4470.95849609375,4474.78173828125,4475.28662109375,4480.1796875
2005-01-19,3665.6804,4102.84326171875,4368.5048828125,4418.7783203125,4428.7978515625,4434.884765625,4456.52587890625
2005-01-20,3620.2803,4034.704345703125,4289.01416015625,4349.48828125,4363.9677734375,4373.78466796875,4414.22705078125
2005-01-21,3592.2961,3989.852294921875,4213.11328125,4272.015625,4287.65478515625,4298.7626953125,4352.13037109375
2005-01-22,3580.598,3976.08837890625,4154.25390625,4199.70556640625,4212.95263671875,4222.7236328125,4278.08251953125
2005-01-23,3582.8604,3989.021728515625,4124.26953125,4146.646484375,4154.4833984375,4161.306640625,4206.39501953125
2005-01-24,3592.2864,4003.955810546875,4122.6943359375,4120.77490234375,4121.3056640625,4122.04833984375,4148.7099609375
2005-01-25,3601.5667,4000.409912109375,4133.29931640625,4117.4560546875,4111.87353515625,4107.0361328125,4112.20751953125
2005-01-26,3611.6187,3986.41748046875,4139.56982421875,4123.4365234375,4115.53173828125,4107.7978515625,4097.14599609375
2005-01-27,3628.7534,3982.075927734375,4139.69873046875,4127.42919921875,4120.1513671875,4112.470703125,4095.60302734375
2005-01-28,3654.9463,3994.679931640625,4143.4951171875,4129.1025390625,4122.208984375,4115.08642578125,4098.61328125
2005-01-29,3683.4773,4018.82080078125,4158.9013671875,4135.41162109375,4126.728515625,4118.404296875,4100.91748046875
2005-01-30,3703.7769,4047.189208984375,4185.29052734375,4152.34423828125,4140.826171875,4130.7275390625,4106.373046875
2005-01-31,3713.4429,4072.528076171875,4215.3212890625,4178.5986328125,4165.23046875,4154.0849609375,4121.86962890625
2005-02-01,3722.9138,4090.33544921875,4240.21533203125,4205.80224609375,4191.80517578125,4178.2060546875,4142.7421875
2005-02-02,3747.4124,4104.5126953125,4258.94287109375,4226.4267578125,4212.994140625,4202.263671875,4164.50244140625
2005-02-03,3794.622,4125.02587890625,4271.3720703125,4243.0751953125,4230.041015625,4218.083984375,4183.93115234375
2005-02-04,3867.9246,4177.5,4287.96435546875,4255.263671875,4242.09326171875,4230.12646484375,4197.03125
2005-02-05,3965.7334,4279.30419921875,4334.4853515625,4277.8896484375,4260.44287109375,4246.1171875,4208.68212890625
2005-02-06,4072.93,4403.52880859375,4430.13330078125,4333.03271484375,4305.3310546875,4283.51123046875,4227.880859375
2005-02-07,4157.6626,4513.38427734375,4562.02978515625,4432.3349609375,4392.841796875,4361.84130859375,4272.17822265625
2005-02-08,4192.0923,4589.2373046875,4690.11279296875,4559.35546875,4514.45751953125,4477.40478515625,4355.2255859375
2005-02-09,4178.7925,4625.31787109375,4778.67138671875,4677.48828125,4637.24267578125,4601.93017578125,4469.2548828125
2005-02-10,4138.358,4624.90625,4816.46630859375,4757.02880859375,4728.20361328125,4701.27587890625,4587.197265625
2005-02-11,4085.4417,4593.1025390625,4810.26171875,4789.12939453125,4772.67138671875,4755.63427734375,4678.21044921875
2005-02-12,4026.4731,4536.9794921875,4772.0224609375,4779.72998046875,4773.5,4764.990234375,4725.45654296875
2005-02-13,3967.808,4468.39306640625,4712.4248046875,4739.17919921875,4739.98681640625,4737.25244140625,4729.2802734375
2005-02-14,3918.6477,4400.7197265625,4640.046875,4675.7646484375,4680.02734375,4679.228515625,4693.68212890625
2005-02-15,3902.139,4354.07958984375,4569.591796875,4604.26416015625,4609.3466796875,4610.0400390625,4631.20166015625
2005-02-16,3942.255,4346.49365234375,4518.455078125,4540.82861328125,4544.560546875,4545.306640625,4566.11376953125
2005-02-17,4047.5376,4385.451171875,4500.28564453125,4498.21240234375,4496.67626953125,4494.66162109375,4508.822265625
2005-02-18,4203.905,4480.71728515625,4526.37255859375,4488.08544921875,4477.50927734375,4468.908203125,4464.82666015625
2005-02-19,4381.5986,4640.69189453125,4609.82568359375,4524.34716796875,4501.41259765625,4485.20361328125,4450.3544921875
2005-02-20,4555.933,4838.17236328125,4755.17333984375,4617.53564453125,4578.806640625,4549.18115234375,4475.0888671875
2005-02-21,4716.2964,5018.9130859375,4941.3505859375,4766.36474609375,4713.14697265625,4670.82373046875,4545.91943359375
2005-02-22,4858.4053,5159.802734375,5126.36669921875,4948.72021484375,4889.16748046875,4840.080078125,4672.615234375
2005-02-23,4987.673,5270.4638671875,5279.97607421875,5126.2177734375,5070.63818359375,5023.134765625,4842.15673828125
2005-02-24,5137.862,5371.4111328125,5400.6396484375,5275.81640625,5228.8564453125,5187.84423828125,5020.345703125
2005-02-25,5409.1587,5497.39013671875,5502.71044921875,5395.12060546875,5355.49658203125,5320.4111328125,5179.03662109375
2005-02-26,5987.936,5740.7509765625,5625.8857421875,5503.87939453125,5464.6728515625,5431.435546875,5308.6357421875
2005-02-27,6997.137,6265.0791015625,5863.03759765625,5656.81591796875,5602.3896484375,5560.21484375,5425.1728515625
2005-02-28,8200.649,7189.109375,6367.5947265625,5964.79541015625,5865.14111328125,5791.92431640625,5579.24609375
2005-03-01,9123.566,8341.0732421875,7250.2578125,6581.484375,6404.35693359375,6273.1669921875,5874.95458984375
2005-03-02,9569.803,9309.783203125,8356.67578125,7543.6826171875,7296.30517578125,7103.8076171875,6444.14892578125
2005-03-03,9681.24,9872.2421875,9309.2236328125,8620.7216796875,8377.70703125,8175.97998046875,7347.25439453125
2005-03-04,9653.586,10105.080078125,9888.2509765625,9460.5400390625,9289.6572265625,9138.9287109375,8411.578125
2005-03-05,9588.116,10171.0751953125,10149.720703125,9935.326171875,9839.0849609375,9751.05078125,9275.783203125
2005-03-06,9498.266,10170.8525390625,10239.859375,10138.7734375,10088.677734375,10041.5009765625,9781.46875
2005-03-07,9381.73,10134.0146484375,10255.4501953125,10203.453125,10174.0546875,10145.88671875,10001.9443359375
2005-03-08,9242.825,10066.125,10232.501953125,10207.6796875,10188.7724609375,10170.1923828125,10080.6787109375
2005-03-09,9035.858,9938.4462890625,10171.3330078125,10171.2587890625,10159.6611328125,10147.447265625,10092.2841796875
2005-03-10,8741.208,9706.3173828125,10041.4072265625,10086.3662109375,10085.9765625,10081.49609375,10054.80859375
2005-03-11,8426.567,9385.650390625,9811.9794921875,9919.236328125,9936.0107421875,9944.24609375,9961.125
2005-03-12,8190.3525,9055.2646484375,9505.6416015625,9664.4658203125,9699.4296875,9723.1513671875,9801.0224609375
2005-03-13,8097.558,8800.400390625,9190.3388671875,9358.3017578125,9401.1796875,9433.361328125,9560.8154296875
2005-03-14,8184.961,8679.962890625,8939.33203125,9067.3154296875,9103.1572265625,9130.9306640625,9262.9453125
2005-03-15,8507.87,8740.908203125,8815.572265625,8861.1005859375,8876.5576171875,8889.8623046875,8981.1025390625
2005-03-16,9151.907,9036.55859375,8873.18359375,8799.0068359375,8782.6943359375,8772.8623046875,8783.5380859375
2005-03-17,10123.915,9641.3701171875,9177.166015625,8938.5361328125,8877.0966796875,8832.638671875,8725.359375
2005-03-18,11134.462,10539.7353515625,9797.6865234375,9355.9736328125,9235.3388671875,9145.4052734375,8872.4775390625
2005-03-19,11789.156,11465.9677734375,10685.5615234375,10090.5107421875,9913.923828125,9778.146484375,9310.2333984375
2005-03-20,12008.274,12105.943359375,11570.0380859375,10996.92578125,10805.369140625,10649.7421875,10043.03515625
2005-03-21,11980.1045,12425.8955078125,12186.1513671875,11784.8857421875,11633.9169921875,11504.7568359375,10923.9541015625
2005-03-22,11916.886,12609.0986328125,12521.6416015625,12285.3935546875,12188.9892578125,12103.005859375,11680.4775390625
2005-03-23,11869.612,12746.8037109375,12723.14453125,12565.8466796875,12502.4091796875,12445.9677734375,12174.5048828125
2005-03-24,11767.31,12790.751953125,12859.0576171875,12745.361328125,12697.822265625,12656.0361328125,12466.7099609375
2005-03-25,11597.498,12714.5771484375,12908.1826171875,12849.400390625,12818.3916015625,12791.1611328125,12663.5712890625
2005-03-26,11416.978,12542.5625,12849.0595703125,12851.80859375,12838.4833984375,12823.9521484375,12755.75
2005-03-27,11267.153,12352.416015625,12703.6875,12751.76953125,12754.046875,12752.5419921875,12735.3779296875
