,dis24
2003-01-01,5073.103
2003-01-02,5061.0146
2003-01-03,5047.8745
2003-01-04,5016.3286
2003-01-05,4969.0864
2003-01-06,4918.5005
2003-01-07,4872.577
2003-01-08,4833.701
2003-01-09,4801.6973
2003-01-10,4771.4487
2003-01-11,4734.1016
2003-01-12,4683.211
2003-01-13,4617.8
2003-01-14,4539.6025
2003-01-15,4452.4985
2003-01-16,4362.745
2003-01-17,4276.7354
2003-01-18,4198.283
2003-01-19,4127.4077
2003-01-20,4062.4282
2003-01-21,4002.4695
2003-01-22,3947.3093
2003-01-23,3895.8994
2003-01-24,3846.147
2003-01-25,3796.0032
2003-01-26,3744.7583
2003-01-27,3694.5288
2003-01-28,3650.0093
2003-01-29,3615.9045
2003-01-30,3593.3567
2003-01-31,3579.235
2003-02-01,3569.239
2003-02-02,3566.8274
2003-02-03,3581.9773
2003-02-04,3626.8076
2003-02-05,3700.2046
2003-02-06,3782.48
2003-02-07,3845.1174
2003-02-08,3873.8489
2003-02-09,3876.2612
2003-02-10,3868.151
2003-02-11,3861.0952
2003-02-12,3865.1804
2003-02-13,3890.202
2003-02-14,3939.5537
2003-02-15,4013.2334
2003-02-16,4119.7524
2003-02-17,4267.452
2003-02-18,4444.86
2003-02-19,4625.907
2003-02-20,4788.7275
2003-02-21,4924.043
2003-02-22,5032.122
2003-02-23,5127.087
2003-02-24,5228.138
2003-02-25,5338.5854
2003-02-26,5441.9917
2003-02-27,5518.396
2003-02-28,5560.006
2003-03-01,5578.113
2003-03-02,5594.1294
2003-03-03,5618.148
2003-03-04,5631.233
2003-03-05,5609.7793
2003-03-06,5561.274
2003-03-07,5513.353
2003-03-08,5486.835
2003-03-09,5486.6685
2003-03-10,5504.0947
2003-03-11,5525.25
2003-03-12,5539.4536
2003-03-13,5547.6265
2003-03-14,5553.184
2003-03-15,5559.458
2003-03-16,5573.589
2003-03-17,5595.703
2003-03-18,5627.321
2003-03-19,5685.002
2003-03-20,5801.604
2003-03-21,6002.406
2003-03-22,6296.9043
2003-03-23,6668.7163
2003-03-24,7030.983
2003-03-25,7271.5747
2003-03-26,7356.696
2003-03-27,7335.9937
2003-03-28,7289.8306
2003-03-29,7296.5176
2003-03-30,7415.8325
2003-03-31,7661.15
2003-04-01,7980.9126
2003-04-02,8311.521
2003-04-03,8693.122
2003-04-04,9272.983
2003-04-05,10042.045
2003-04-06,10677.086
2003-04-07,10844.804
2003-04-08,10636.623
2003-04-09,10279.538
2003-04-10,9875.421
2003-04-11,9478.179
2003-04-12,9154.505
2003-04-13,8970.957
2003-04-14,8977.74
2003-04-15,9205.912
2003-04-16,9619.559
2003-04-17,10132.341
2003-04-18,10643.338
2003-04-19,11068.79
2003-04-20,11437.181
2003-04-21,11788.388
2003-04-22,12104.923
2003-04-23,12417.935
2003-04-24,12765.305
2003-04-25,13123.235
2003-04-26,13417.02
2003-04-27,13622.062
2003-04-28,13905.775
2003-04-29,14611.036
2003-04-30,16000.11
2003-05-01,18000.758
2003-05-02,20101.59
2003-05-03,21471.068
2003-05-04,21657.95
2003-05-05,20883.064
2003-05-06,19639.379
2003-05-07,18311.9
2003-05-08,17202.24
