,dis24
1996-01-01,6586.5127
1996-01-02,6604.0767
1996-01-03,6596.9297
1996-01-04,6566.361
1996-01-05,6522.4697
1996-01-06,6478.1367
1996-01-07,6443.893
1996-01-08,6422.3994
1996-01-09,6405.9233
1996-01-10,6376.5195
1996-01-11,6314.891
1996-01-12,6209.1543
1996-01-13,6056.1123
1996-01-14,5866.11
1996-01-15,5660.98
1996-01-16,5463.278
1996-01-17,5285.204
1996-01-18,5128.38
1996-01-19,4995.7695
1996-01-20,4905.322
1996-01-21,4869.0137
1996-01-22,4864.395
1996-01-23,4853.7915
1996-01-24,4823.5938
1996-01-25,4781.8296
1996-01-26,4737.752
1996-01-27,4702.5503
1996-01-28,4692.831
1996-01-29,4721.9336
1996-01-30,4790.163
1996-01-31,4884.0386
1996-02-01,4985.8086
1996-02-02,5087.138
1996-02-03,5188.0933
1996-02-04,5285.2173
1996-02-05,5365.4404
1996-02-06,5415.0557
1996-02-07,5428.708
1996-02-08,5406.126
1996-02-09,5352.0728
1996-02-10,5277.4805
1996-02-11,5192.524
1996-02-12,5104.514
1996-02-13,5014.7324
1996-02-14,4921.1475
1996-02-15,4826.175
1996-02-16,4736.347
1996-02-17,4657.864
1996-02-18,4591.8784
1996-02-19,4535.7764
1996-02-20,4486.3647
1996-02-21,4441.217
1996-02-22,4404.4434
1996-02-23,4386.8535
1996-02-24,4400.7817
1996-02-25,4439.6587
1996-02-26,4475.606
1996-02-27,4488.532
1996-02-28,4476.3086
1996-02-29,4453.4175
1996-03-01,4449.4126
1996-03-02,4492.7754
1996-03-03,4595.577
1996-03-04,4756.926
1996-03-05,4971.3203
1996-03-06,5237.3564
1996-03-07,5569.1055
1996-03-08,5972.4146
1996-03-09,6402.8765
1996-03-10,6780.973
1996-03-11,7074.92
1996-03-12,7338.448
1996-03-13,7631.4272
1996-03-14,7946.163
1996-03-15,8242.538
1996-03-16,8508.648
1996-03-17,8720.88
1996-03-18,8822.335
1996-03-19,8789.65
1996-03-20,8669.093
1996-03-21,8540.009
1996-03-22,8464.086
1996-03-23,8479.384
1996-03-24,8628.398
1996-03-25,9008.697
1996-03-26,9798.817
1996-03-27,11155.473
1996-03-28,12983.837
1996-03-29,14906.953
1996-03-30,16564.836
1996-03-31,17827.305
1996-04-01,18751.496
1996-04-02,19398.363
1996-04-03,19763.672
1996-04-04,19755.855
1996-04-05,19296.654
1996-04-06,18433.44
1996-04-07,17349.658
1996-04-08,16273.482
1996-04-09,15424.79
1996-04-10,15045.998
1996-04-11,15339.904
1996-04-12,16159.213
1996-04-13,16880.479
1996-04-14,16947.445
1996-04-15,16335.332
1996-04-16,15348.276
1996-04-17,14299.248
1996-04-18,13439.402
1996-04-19,13001.909
1996-04-20,13186.247
1996-04-21,13963.594
1996-04-22,14868.503
1996-04-23,15360.761
1996-04-24,15332.82
1996-04-25,15017.031
1996-04-26,14700.86
1996-04-27,14562.46
1996-04-28,14639.187
1996-04-29,14950.57
1996-04-30,15842.858
1996-05-01,18462.646
1996-05-02,23228.6
1996-05-03,27275.992
1996-05-04,28669.254
1996-05-05,28358.285
1996-05-06,27178.328
1996-05-07,25598.135
1996-05-08,24168.188
1996-05-09,23403.318
1996-05-10,23607.045
1996-05-11,24616.414
1996-05-12,25909.121
1996-05-13,28002.85
1996-05-14,32194.24
1996-05-15,39223.074
1996-05-16,47346.066
1996-05-17,53544.438
1996-05-18,56870.78
1996-05-19,57325.06
1996-05-20,55333.453
1996-05-21,51768.164
1996-05-22,47560.043
1996-05-23,43482.367
1996-05-24,40071.742
1996-05-25,37561.605
1996-05-26,35899.855
1996-05-27,34856.066
1996-05-28,33902.89
1996-05-29,32582.887
1996-05-30,31993.457
1996-05-31,34238.543
1996-06-01,39564.027
1996-06-02,44186.504
1996-06-03,46288.902
1996-06-04,49067.39
1996-06-05,53318.95
1996-06-06,55779.832
1996-06-07,55025.33
1996-06-08,52527.32
1996-06-09,49703.695
1996-06-10,47197.402
1996-06-11,45351.965
1996-06-12,43876.176
1996-06-13,42128.934
1996-06-14,39873.402
1996-06-15,37288.246
1996-06-16,34649.59
1996-06-17,32224.33
1996-06-18,30179.021
1996-06-19,28474.701
1996-06-20,27070.984
1996-06-21,26066.55
1996-06-22,25430.205
1996-06-23,25166.309
1996-06-24,25501.223
1996-06-25,27125.764
1996-06-26,29989.031
1996-06-27,33280.95
1996-06-28,38885.31
1996-06-29,48034.613
1996-06-30,54030.035
1996-07-01,54678.95
1996-07-02,54564.254
1996-07-03,56540.848
1996-07-04,60297.906
1996-07-05,65540.0
1996-07-06,69684.58
1996-07-07,71775.55
1996-07-08,71790.375
1996-07-09,68383.64
1996-07-10,63312.93
1996-07-11,60089.035
1996-07-12,62469.223
1996-07-13,72987.94
1996-07-14,86295.914
1996-07-15,97964.16
1996-07-16,95815.99
1996-07-17,87054.01
1996-07-18,81754.54
1996-07-19,80891.664
1996-07-20,81058.25
1996-07-21,79309.94
1996-07-22,75649.39
1996-07-23,70386.6
1996-07-24,65430.535
1996-07-25,62083.406
1996-07-26,60178.688
1996-07-27,59415.957
1996-07-28,59006.15
1996-07-29,57764.984
1996-07-30,55262.766
1996-07-31,52035.453
1996-08-01,49084.973
1996-08-02,47065.402
1996-08-03,45633.61
1996-08-04,44385.258
1996-08-05,43286.008
1996-08-06,42279.965
1996-08-07,41181.773
1996-08-08,40007.547
1996-08-09,39015.516
1996-08-10,38489.01
1996-08-11,38130.914
1996-08-12,37525.305
1996-08-13,37251.316
1996-08-14,40368.92
1996-08-15,46458.625
1996-08-16,48840.434
1996-08-17,47783.65
1996-08-18,46786.324
1996-08-19,47393.7
1996-08-20,47486.797
1996-08-21,47281.84
1996-08-22,46904.89
1996-08-23,46373.07
1996-08-24,45797.6
