,dis24
1991-01-01,4811.1177
1991-01-02,4755.3867
1991-01-03,4704.3516
1991-01-04,4660.1753
1991-01-05,4639.354
1991-01-06,4660.4624
1991-01-07,4714.4473
1991-01-08,4770.3853
1991-01-09,4803.078
1991-01-10,4801.948
1991-01-11,4770.505
1991-01-12,4718.92
1991-01-13,4665.2207
1991-01-14,4625.0923
1991-01-15,4610.924
1991-01-16,4627.2925
1991-01-17,4666.9497
1991-01-18,4718.603
1991-01-19,4772.341
1991-01-20,4822.6353
1991-01-21,4865.1113
1991-01-22,4892.782
1991-01-23,4897.466
1991-01-24,4872.4404
1991-01-25,4814.6587
1991-01-26,4727.46
1991-01-27,4621.557
1991-01-28,4510.204
1991-01-29,4402.2544
1991-01-30,4302.6284
1991-01-31,4215.44
1991-02-01,4143.9326
1991-02-02,4087.2468
1991-02-03,4042.5847
1991-02-04,4010.362
1991-02-05,3993.5095
1991-02-06,3992.4165
1991-02-07,4000.343
1991-02-08,4007.8953
1991-02-09,4006.308
1991-02-10,3990.9421
1991-02-11,3967.759
1991-02-12,3950.568
1991-02-13,3952.1062
1991-02-14,3978.757
1991-02-15,4032.5046
1991-02-16,4113.1533
1991-02-17,4218.428
1991-02-18,4342.3506
1991-02-19,4483.685
1991-02-20,4644.4263
1991-02-21,4821.2993
1991-02-22,5002.9414
1991-02-23,5167.916
1991-02-24,5289.8823
1991-02-25,5353.2456
1991-02-26,5367.5107
1991-02-27,5363.9243
1991-02-28,5383.1694
1991-03-01,5454.9077
1991-03-02,5588.6465
1991-03-03,5782.2173
1991-03-04,6005.355
1991-03-05,6204.178
1991-03-06,6337.6943
1991-03-07,6401.674
1991-03-08,6427.222
1991-03-09,6469.315
1991-03-10,6591.6733
1991-03-11,6850.7383
1991-03-12,7292.3496
1991-03-13,7921.056
1991-03-14,8640.763
1991-03-15,9268.263
1991-03-16,9663.814
1991-03-17,9816.032
1991-03-18,9797.584
1991-03-19,9696.12
1991-03-20,9583.041
1991-03-21,9489.193
1991-03-22,9409.502
1991-03-23,9332.048
1991-03-24,9260.195
1991-03-25,9207.685
1991-03-26,9175.7
1991-03-27,9171.233
1991-03-28,9217.783
1991-03-29,9291.798
1991-03-30,9337.882
1991-03-31,9359.596
1991-04-01,9430.12
1991-04-02,9661.443
1991-04-03,10228.1875
1991-04-04,11228.369
1991-04-05,12363.002
1991-04-06,13179.206
1991-04-07,13485.276
1991-04-08,13376.916
1991-04-09,13151.436
1991-04-10,13138.3
1991-04-11,13418.041
1991-04-12,13784.727
1991-04-13,14148.484
1991-04-14,14624.595
1991-04-15,15428.607
1991-04-16,16752.332
1991-04-17,18416.57
1991-04-18,19823.062
1991-04-19,20546.54
1991-04-20,20567.934
1991-04-21,20060.146
1991-04-22,19237.756
1991-04-23,18264.098
1991-04-24,17250.6
1991-04-25,16347.568
1991-04-26,15769.079
1991-04-27,15729.807
1991-04-28,16284.687
1991-04-29,17145.494
1991-04-30,17776.844
1991-05-01,17876.586
1991-05-02,17577.844
1991-05-03,17190.965
1991-05-04,17089.654
1991-05-05,17737.934
1991-05-06,19426.178
1991-05-07,21914.898
1991-05-08,24697.795
1991-05-09,28453.928
1991-05-10,35382.207
1991-05-11,44726.965
1991-05-12,51957.914
1991-05-13,55510.684
1991-05-14,56780.156
1991-05-15,57027.586
1991-05-16,56520.836
1991-05-17,55801.766
1991-05-18,55864.02
1991-05-19,56458.492
1991-05-20,56173.504
1991-05-21,54154.43
1991-05-22,50695.61
1991-05-23,46571.473
1991-05-24,42657.977
1991-05-25,39978.44
1991-05-26,38578.336
1991-05-27,37526.285
1991-05-28,36497.56
1991-05-29,36434.832
1991-05-30,39563.06
1991-05-31,45747.46
1991-06-01,50946.83
1991-06-02,52957.33
1991-06-03,51694.105
1991-06-04,48432.633
1991-06-05,44898.543
1991-06-06,42711.96
1991-06-07,42863.617
1991-06-08,45591.48
1991-06-09,50159.973
1991-06-10,54124.188
1991-06-11,55149.785
1991-06-12,53292.406
1991-06-13,50368.28
1991-06-14,49003.016
1991-06-15,52686.766
1991-06-16,56785.527
1991-06-17,59800.03
1991-06-18,63305.246
1991-06-19,65789.71
1991-06-20,69475.03
1991-06-21,76177.97
1991-06-22,84490.695
1991-06-23,90335.6
1991-06-24,90777.195
1991-06-25,87851.92
1991-06-26,84049.66
1991-06-27,79592.42
1991-06-28,76463.086
1991-06-29,73458.01
1991-06-30,69542.72
1991-07-01,66001.336
1991-07-02,63709.746
1991-07-03,61926.477
1991-07-04,60259.457
1991-07-05,59842.293
1991-07-06,60870.703
1991-07-07,63766.53
1991-07-08,69703.8
1991-07-09,81436.63
1991-07-10,93300.99
1991-07-11,94340.7
1991-07-12,91436.31
1991-07-13,91870.945
1991-07-14,92464.99
1991-07-15,90428.266
1991-07-16,88434.664
1991-07-17,86322.805
1991-07-18,82517.79
1991-07-19,77406.914
1991-07-20,72340.11
1991-07-21,67462.21
1991-07-22,63214.668
1991-07-23,59866.055
1991-07-24,57202.355
1991-07-25,54616.355
1991-07-26,51994.543
1991-07-27,49404.24
1991-07-28,46873.85
1991-07-29,44380.1
1991-07-30,42009.465
1991-07-31,40037.848
1991-08-01,38538.062
1991-08-02,37644.605
1991-08-03,38177.816
1991-08-04,40776.02
1991-08-05,44959.527
1991-08-06,51367.64
1991-08-07,59268.45
1991-08-08,65772.82
1991-08-09,68884.445
1991-08-10,69234.38
1991-08-11,67875.766
1991-08-12,64951.387
1991-08-13,61940.086
1991-08-14,59089.535
1991-08-15,56204.266
1991-08-16,53984.61
1991-08-17,53071.51
1991-08-18,53254.66
1991-08-19,54264.13
1991-08-20,55574.656
1991-08-21,56389.57
1991-08-22,56113.438
1991-08-23,54774.812
1991-08-24,52437.977
1991-08-25,49450.746
1991-08-26,46390.82
1991-08-27,43713.95
1991-08-28,41848.133
1991-08-29,41144.715
1991-08-30,41548.777
1991-08-31,42578.902
1991-09-01,43069.082
1991-09-02,42555.4
1991-09-03,41759.258
1991-09-04,41657.402
1991-09-05,43872.12
1991-09-06,47740.17
1991-09-07,49086.34
1991-09-08,48878.156
1991-09-09,50019.4
1991-09-10,55829.445
1991-09-11,61591.902
1991-09-12,61316.758
1991-09-13,57689.85
1991-09-14,53666.98
1991-09-15,50447.195
1991-09-16,48101.965
1991-09-17,46257.52
1991-09-18,44682.87
1991-09-19,43301.707
1991-09-20,42182.383
1991-09-21,41277.246
1991-09-22,40332.867
1991-09-23,39185.883
1991-09-24,37950.246
1991-09-25,37045.09
1991-09-26,37007.125
1991-09-27,38301.082
1991-09-28,40769.06
1991-09-29,42953.25
1991-09-30,44544.43
1991-10-01,46801.043
1991-10-02,49840.527
1991-10-03,51803.598
1991-10-04,51217.93
1991-10-05,48483.58
1991-10-06,44775.688
1991-10-07,41033.438
1991-10-08,37760.188
1991-10-09,35137.22
1991-10-10,33194.277
1991-10-11,31872.826
1991-10-12,31041.332
1991-10-13,30572.23
1991-10-14,30686.775
1991-10-15,31780.975
1991-10-16,34006.29
1991-10-17,37709.46
1991-10-18,39415.14
1991-10-19,38544.07
1991-10-20,36613.17
