,dis24
2001-01-01,4835.3887
2001-01-02,4790.0693
2001-01-03,4733.791
2001-01-04,4661.38
2001-01-05,4577.465
2001-01-06,4494.049
2001-01-07,4424.167
2001-01-08,4375.709
2001-01-09,4347.2637
2001-01-10,4328.574
2001-01-11,4308.4214
2001-01-12,4284.633
2001-01-13,4261.9165
2001-01-14,4240.9785
2001-01-15,4214.798
2001-01-16,4176.139
2001-01-17,4125.0503
2001-01-18,4068.7666
2001-01-19,4017.1653
2001-01-20,3979.5251
2001-01-21,3962.5405
2001-01-22,3967.8909
2001-01-23,3989.8076
2001-01-24,4017.905
2001-01-25,4040.1638
2001-01-26,4050.389
2001-01-27,4053.2764
2001-01-28,4055.3433
2001-01-29,4052.1628
2001-01-30,4033.969
2001-01-31,3999.7961
2001-02-01,3956.1028
2001-02-02,3909.3787
2001-02-03,3866.257
2001-02-04,3834.028
2001-02-05,3819.7356
2001-02-06,3831.6138
2001-02-07,3872.4412
2001-02-08,3940.149
2001-02-09,4035.7637
2001-02-10,4160.224
2001-02-11,4305.388
2001-02-12,4453.7964
2001-02-13,4583.8057
2001-02-14,4674.918
2001-02-15,4714.153
2001-02-16,4704.1143
2001-02-17,4660.5474
2001-02-18,4604.761
2001-02-19,4559.579
2001-02-20,4542.0703
2001-02-21,4560.3135
2001-02-22,4612.5957
2001-02-23,4685.227
2001-02-24,4766.5054
2001-02-25,4854.3623
2001-02-26,4944.0337
2001-02-27,5022.5947
2001-02-28,5081.031
2001-03-01,5129.8486
2001-03-02,5180.1797
2001-03-03,5227.659
2001-03-04,5272.79
2001-03-05,5323.516
2001-03-06,5393.2095
2001-03-07,5489.7354
2001-03-08,5618.485
2001-03-09,5776.6377
2001-03-10,5949.0864
2001-03-11,6118.7188
2001-03-12,6271.354
2001-03-13,6399.113
2001-03-14,6500.4243
2001-03-15,6573.0986
2001-03-16,6607.625
2001-03-17,6587.5464
2001-03-18,6507.1177
2001-03-19,6380.5986
2001-03-20,6229.467
2001-03-21,6072.3003
2001-03-22,5913.1587
2001-03-23,5751.0586
2001-03-24,5586.0054
2001-03-25,5428.184
2001-03-26,5302.0024
2001-03-27,5228.11
2001-03-28,5196.1167
2001-03-29,5179.7646
2001-03-30,5173.577
2001-03-31,5186.8145
2001-04-01,5246.0264
2001-04-02,5390.9795
2001-04-03,5633.827
2001-04-04,5958.17
2001-04-05,6362.109
2001-04-06,6877.607
2001-04-07,7524.7627
2001-04-08,8239.078
2001-04-09,8888.468
2001-04-10,9397.796
2001-04-11,9804.0205
2001-04-12,10186.915
2001-04-13,10585.658
2001-04-14,10973.05
2001-04-15,11272.426
2001-04-16,11444.829
2001-04-17,11581.105
2001-04-18,11867.062
2001-04-19,12421.033
2001-04-20,13248.559
2001-04-21,14305.352
2001-04-22,15468.988
2001-04-23,16463.318
2001-04-24,17074.988
2001-04-25,17398.576
2001-04-26,17685.496
2001-04-27,18057.096
2001-04-28,18500.322
2001-04-29,19147.078
2001-04-30,20212.488
2001-05-01,21349.58
2001-05-02,21897.584
2001-05-03,21909.95
2001-05-04,21484.156
2001-05-05,20618.744
2001-05-06,19589.879
2001-05-07,18699.113
2001-05-08,18072.887
2001-05-09,17777.89
2001-05-10,17741.467
2001-05-11,17984.412
2001-05-12,18347.615
