,dis24
1990-01-01,5441.1035
1990-01-02,5413.0737
1990-01-03,5361.167
1990-01-04,5292.86
1990-01-05,5221.307
1990-01-06,5153.0728
1990-01-07,5086.172
1990-01-08,5017.148
1990-01-09,4948.1855
1990-01-10,4888.0615
1990-01-11,4846.5864
1990-01-12,4829.7017
1990-01-13,4835.5503
1990-01-14,4852.9526
1990-01-15,4865.2397
1990-01-16,4855.245
1990-01-17,4812.5757
1990-01-18,4739.552
1990-01-19,4646.593
1990-01-20,4542.9624
1990-01-21,4435.4126
1990-01-22,4329.356
1990-01-23,4230.4526
1990-01-24,4143.0317
1990-01-25,4071.1846
1990-01-26,4023.132
1990-01-27,4013.4397
1990-01-28,4048.5159
1990-01-29,4114.7793
1990-01-30,4197.0894
1990-01-31,4290.953
1990-02-01,4390.6016
1990-02-02,4484.5386
1990-02-03,4572.072
1990-02-04,4664.878
1990-02-05,4770.765
1990-02-06,4882.214
1990-02-07,4989.1655
1990-02-08,5104.264
1990-02-09,5279.5674
1990-02-10,5611.8345
1990-02-11,6237.198
1990-02-12,7227.846
1990-02-13,8366.399
1990-02-14,9221.945
1990-02-15,9573.41
1990-02-16,9505.514
1990-02-17,9212.595
1990-02-18,8863.009
1990-02-19,8533.118
1990-02-20,8206.989
1990-02-21,7849.0845
1990-02-22,7462.272
1990-02-23,7079.8735
1990-02-24,6735.347
1990-02-25,6451.4116
1990-02-26,6243.403
1990-02-27,6119.7803
1990-02-28,6081.856
1990-03-01,6136.679
1990-03-02,6294.899
1990-03-03,6542.4644
1990-03-04,6843.417
1990-03-05,7143.7446
1990-03-06,7378.412
1990-03-07,7512.72
1990-03-08,7547.8735
1990-03-09,7518.0117
1990-03-10,7472.071
1990-03-11,7449.48
1990-03-12,7472.271
1990-03-13,7569.281
1990-03-14,7789.094
1990-03-15,8163.4463
1990-03-16,8639.475
1990-03-17,9057.51
1990-03-18,9260.094
1990-03-19,9214.133
1990-03-20,8986.425
1990-03-21,8665.897
1990-03-22,8321.102
1990-03-23,7998.9146
1990-03-24,7737.926
1990-03-25,7591.69
1990-03-26,7577.573
1990-03-27,7626.04
1990-03-28,7679.0854
1990-03-29,7755.0654
1990-03-30,7870.6543
1990-03-31,8003.3643
1990-04-01,8145.384
1990-04-02,8330.509
1990-04-03,8581.5
1990-04-04,8931.63
1990-04-05,9515.255
1990-04-06,10530.837
1990-04-07,11924.593
1990-04-08,13244.767
1990-04-09,14099.743
1990-04-10,14549.203
1990-04-11,14927.292
1990-04-12,15466.99
1990-04-13,16065.99
1990-04-14,16456.648
1990-04-15,16543.781
1990-04-16,16416.643
1990-04-17,16169.863
1990-04-18,15851.535
1990-04-19,15686.451
1990-04-20,15921.027
1990-04-21,16400.559
1990-04-22,17244.016
1990-04-23,18926.188
1990-04-24,21933.012
1990-04-25,26271.113
1990-04-26,30568.77
1990-04-27,33672.176
1990-04-28,35767.41
1990-04-29,37118.348
1990-04-30,37752.88
