,dis24
2019-01-01,5105.202
2019-01-02,5068.2363
2019-01-03,5030.026
2019-01-04,4997.107
2019-01-05,4973.25
2019-01-06,4955.9
2019-01-07,4936.551
2019-01-08,4905.075
2019-01-09,4853.8813
2019-01-10,4780.017
2019-01-11,4686.1733
2019-01-12,4579.2246
2019-01-13,4467.902
2019-01-14,4360.7383
2019-01-15,4263.1113
2019-01-16,4176.2925
2019-01-17,4098.1562
2019-01-18,4026.746
2019-01-19,3962.2336
2019-01-20,3904.0215
2019-01-21,3849.468
2019-01-22,3797.4338
2019-01-23,3748.127
2019-01-24,3701.731
2019-01-25,3658.8782
2019-01-26,3619.5425
2019-01-27,3583.6868
2019-01-28,3550.771
2019-01-29,3520.9766
2019-01-30,3498.8801
2019-01-31,3487.843
2019-02-01,3486.368
2019-02-02,3488.038
2019-02-03,3485.2214
2019-02-04,3473.3533
2019-02-05,3451.965
2019-02-06,3423.803
2019-02-07,3394.5747
2019-02-08,3369.0718
2019-02-09,3349.9563
2019-02-10,3337.835
2019-02-11,3327.1953
2019-02-12,3322.3342
2019-02-13,3347.1294
2019-02-14,3414.7239
2019-02-15,3500.8557
2019-02-16,3574.5598
2019-02-17,3629.205
2019-02-18,3666.3987
2019-02-19,3692.6057
2019-02-20,3716.4993
2019-02-21,3744.803
2019-02-22,3780.4968
2019-02-23,3823.9102
2019-02-24,3870.0232
2019-02-25,3907.7405
2019-02-26,3933.2634
2019-02-27,3962.5427
2019-02-28,4028.3008
2019-03-01,4165.2456
2019-03-02,4384.2017
2019-03-03,4661.0874
2019-03-04,4952.3896
2019-03-05,5223.1494
2019-03-06,5463.114
2019-03-07,5683.476
2019-03-08,5914.0684
2019-03-09,6193.4062
2019-03-10,6549.1626
2019-03-11,6983.8516
2019-03-12,7481.7646
2019-03-13,8013.1777
2019-03-14,8518.529
2019-03-15,8905.628
2019-03-16,9092.84
2019-03-17,9066.933
2019-03-18,8888.806
2019-03-19,8644.28
2019-03-20,8396.106
2019-03-21,8166.195
2019-03-22,7953.593
2019-03-23,7759.6196
2019-03-24,7590.144
2019-03-25,7447.8613
2019-03-26,7326.566
2019-03-27,7228.8984
2019-03-28,7199.425
2019-03-29,7356.7944
2019-03-30,7844.705
2019-03-31,8636.875
2019-04-01,9458.388
2019-04-02,10005.467
2019-04-03,10228.27
2019-04-04,10286.403
2019-04-05,10314.454
2019-04-06,10322.153
2019-04-07,10263.366
2019-04-08,10164.087
2019-04-09,10094.557
2019-04-10,10055.897
2019-04-11,10017.766
2019-04-12,10022.651
2019-04-13,10163.309
2019-04-14,10434.719
2019-04-15,10714.36
2019-04-16,10857.905
2019-04-17,10802.356
2019-04-18,10592.338
2019-04-19,10313.346
2019-04-20,10024.326
2019-04-21,9747.706
2019-04-22,9480.793
2019-04-23,9231.101
2019-04-24,9027.234
2019-04-25,8911.7295
2019-04-26,8910.993
2019-04-27,9025.045
2019-04-28,9244.769
2019-04-29,9556.125
2019-04-30,10025.53
2019-05-01,11213.581
2019-05-02,13656.759
2019-05-03,15761.899
2019-05-04,16953.438
2019-05-05,17678.49
2019-05-06,18211.254
2019-05-07,18732.37
2019-05-08,19518.521
2019-05-09,20833.926
2019-05-10,23112.729
2019-05-11,26750.297
2019-05-12,30956.768
2019-05-13,34036.91
2019-05-14,35318.414
2019-05-15,35345.355
2019-05-16,34637.27
2019-05-17,33605.137
2019-05-18,32921.848
2019-05-19,33461.7
2019-05-20,35430.492
2019-05-21,37477.805
2019-05-22,37916.06
2019-05-23,36643.13
2019-05-24,34677.438
2019-05-25,32916.516
2019-05-26,32156.139
2019-05-27,32353.867
2019-05-28,32644.012
2019-05-29,32616.191
2019-05-30,32179.883
2019-05-31,31508.213
2019-06-01,31034.256
2019-06-02,30774.355
2019-06-03,30168.473
2019-06-04,29072.832
2019-06-05,27787.322
2019-06-06,26549.271
2019-06-07,25482.31
2019-06-08,24668.098
2019-06-09,24036.512
2019-06-10,23617.23
2019-06-11,23491.342
2019-06-12,23790.162
2019-06-13,24339.766
2019-06-14,24490.568
2019-06-15,23887.592
2019-06-16,23106.129
2019-06-17,23310.887
2019-06-18,26051.336
2019-06-19,31395.97
2019-06-20,37118.52
2019-06-21,39676.37
2019-06-22,37889.33
2019-06-23,34755.246
2019-06-24,32444.229
2019-06-25,31533.617
2019-06-26,31679.87
2019-06-27,32979.133
2019-06-28,36705.133
2019-06-29,42245.28
2019-06-30,46614.17
2019-07-01,48203.29
2019-07-02,48033.207
2019-07-03,47251.86
2019-07-04,46486.12
2019-07-05,45840.457
2019-07-06,44687.76
2019-07-07,42878.23
2019-07-08,41134.277
2019-07-09,41186.996
2019-07-10,44304.57
2019-07-11,53144.95
2019-07-12,66910.98
2019-07-13,78591.98
2019-07-14,85475.98
2019-07-15,94583.07
2019-07-16,109748.2
2019-07-17,115935.836
2019-07-18,113725.625
2019-07-19,107989.06
2019-07-20,99942.33
2019-07-21,91082.516
2019-07-22,82640.58
2019-07-23,75556.09
2019-07-24,71211.25
2019-07-25,72624.39
2019-07-26,78318.59
2019-07-27,78744.13
2019-07-28,74033.5
2019-07-29,69776.484
2019-07-30,66288.68
2019-07-31,62878.633
2019-08-01,59615.008
2019-08-02,57032.074
2019-08-03,55792.305
2019-08-04,54886.445
2019-08-05,53342.375
2019-08-06,51604.906
