,dis24
2005-01-01,4758.9937
2005-01-02,4725.6104
2005-01-03,4686.5063
2005-01-04,4646.556
2005-01-05,4611.6025
2005-01-06,4583.712
2005-01-07,4562.4414
2005-01-08,4546.0845
2005-01-09,4532.702
2005-01-10,4521.506
2005-01-11,4512.981
2005-01-12,4509.124
2005-01-13,4511.8906
2005-01-14,4518.602
2005-01-15,4522.953
2005-01-16,4516.7734
2005-01-17,4490.384
2005-01-18,4439.009
2005-01-19,4368.505
2005-01-20,4289.014
2005-01-21,4213.1133
2005-01-22,4154.254
2005-01-23,4124.2695
2005-01-24,4122.6943
2005-01-25,4133.2993
2005-01-26,4139.57
2005-01-27,4139.6987
2005-01-28,4143.495
2005-01-29,4158.9014
2005-01-30,4185.2905
2005-01-31,4215.3213
2005-02-01,4240.2153
2005-02-02,4258.943
2005-02-03,4271.372
2005-02-04,4287.9644
2005-02-05,4334.4854
2005-02-06,4430.1333
2005-02-07,4562.03
2005-02-08,4690.113
2005-02-09,4778.6714
2005-02-10,4816.4663
2005-02-11,4810.2617
2005-02-12,4772.0225
2005-02-13,4712.425
2005-02-14,4640.047
2005-02-15,4569.592
2005-02-16,4518.455
2005-02-17,4500.2856
2005-02-18,4526.3726
2005-02-19,4609.8257
2005-02-20,4755.1733
2005-02-21,4941.3506
2005-02-22,5126.3667
2005-02-23,5279.976
2005-02-24,5400.6396
2005-02-25,5502.7104
2005-02-26,5625.8857
2005-02-27,5863.0376
2005-02-28,6367.5947
2005-03-01,7250.258
2005-03-02,8356.676
2005-03-03,9309.224
2005-03-04,9888.251
2005-03-05,10149.721
2005-03-06,10239.859
2005-03-07,10255.45
2005-03-08,10232.502
2005-03-09,10171.333
2005-03-10,10041.407
2005-03-11,9811.9795
2005-03-12,9505.642
2005-03-13,9190.339
2005-03-14,8939.332
2005-03-15,8815.572
2005-03-16,8873.184
2005-03-17,9177.166
2005-03-18,9797.687
2005-03-19,10685.562
2005-03-20,11570.038
2005-03-21,12186.151
2005-03-22,12521.642
2005-03-23,12723.145
2005-03-24,12859.058
2005-03-25,12908.183
2005-03-26,12849.06
2005-03-27,12703.6875
2005-03-28,12540.008
2005-03-29,12410.213
2005-03-30,12420.529
2005-03-31,12803.753
2005-04-01,13816.292
2005-04-02,15507.446
2005-04-03,17433.477
2005-04-04,18825.271
2005-04-05,19312.482
2005-04-06,19072.674
2005-04-07,18469.39
2005-04-08,17815.186
2005-04-09,17312.88
2005-04-10,17094.633
2005-04-11,17183.25
2005-04-12,17433.96
2005-04-13,17599.746
2005-04-14,17505.062
2005-04-15,17096.947
2005-04-16,16449.736
2005-04-17,15759.15
2005-04-18,15347.409
2005-04-19,15753.563
2005-04-20,17632.98
2005-04-21,20632.338
2005-04-22,22810.965
2005-04-23,23082.607
2005-04-24,22079.959
2005-04-25,20733.383
2005-04-26,19646.098
2005-04-27,19128.604
2005-04-28,19217.193
2005-04-29,19702.133
2005-04-30,20256.559
2005-05-01,20481.787
2005-05-02,20207.06
2005-05-03,19628.088
2005-05-04,19092.354
2005-05-05,18894.982
2005-05-06,19155.824
2005-05-07,19766.195
2005-05-08,20490.314
2005-05-09,21101.633
2005-05-10,21348.236
2005-05-11,21038.926
2005-05-12,20311.928
2005-05-13,19559.117
2005-05-14,19044.006
2005-05-15,18673.58
2005-05-16,18306.137
2005-05-17,18118.639
2005-05-18,18572.896
2005-05-19,20079.092
2005-05-20,22333.404
2005-05-21,24844.926
2005-05-22,27056.516
2005-05-23,28286.104
2005-05-24,28485.852
2005-05-25,27935.879
2005-05-26,27086.766
2005-05-27,26364.838
2005-05-28,25997.918
2005-05-29,26075.695
2005-05-30,26343.701
2005-05-31,26439.68
2005-06-01,26205.738
2005-06-02,25797.697
2005-06-03,25599.936
2005-06-04,26077.842
2005-06-05,27289.996
2005-06-06,28709.85
2005-06-07,30028.168
2005-06-08,31455.86
2005-06-09,33281.99
2005-06-10,35062.812
2005-06-11,35813.035
2005-06-12,35029.91
2005-06-13,33180.992
2005-06-14,31069.764
2005-06-15,29147.416
2005-06-16,27117.348
2005-06-17,25051.736
2005-06-18,23293.475
2005-06-19,21971.625
2005-06-20,21181.186
