,dis24
2012-01-01,5240.628
2012-01-02,5148.122
2012-01-03,5035.9272
2012-01-04,4913.076
2012-01-05,4790.3276
2012-01-06,4681.1533
2012-01-07,4599.3706
2012-01-08,4552.7075
2012-01-09,4537.6113
2012-01-10,4542.027
2012-01-11,4547.2573
2012-01-12,4534.0938
2012-01-13,4497.3667
2012-01-14,4445.3423
2012-01-15,4388.8164
2012-01-16,4335.941
2012-01-17,4289.9897
2012-01-18,4251.5347
2012-01-19,4221.5103
2012-01-20,4205.95
2012-01-21,4215.24
2012-01-22,4259.316
2012-01-23,4341.116
2012-01-24,4449.4497
2012-01-25,4559.683
2012-01-26,4643.878
2012-01-27,4687.1934
2012-01-28,4696.786
2012-01-29,4688.3667
2012-01-30,4674.9683
2012-01-31,4663.6113
2012-02-01,4654.6494
2012-02-02,4641.3696
2012-02-03,4613.673
2012-02-04,4566.2954
2012-02-05,4504.5845
2012-02-06,4440.4526
2012-02-07,4385.496
2012-02-08,4347.3696
2012-02-09,4324.037
2012-02-10,4305.948
2012-02-11,4284.3228
2012-02-12,4264.655
2012-02-13,4266.992
2012-02-14,4298.5884
2012-02-15,4340.3677
2012-02-16,4364.1406
2012-02-17,4352.022
2012-02-18,4301.7056
2012-02-19,4226.1094
2012-02-20,4143.955
2012-02-21,4068.6
2012-02-22,4005.9307
2012-02-23,3957.006
2012-02-24,3922.2947
2012-02-25,3906.6416
2012-02-26,3920.3599
2012-02-27,3981.1147
2012-02-28,4116.48
2012-02-29,4350.118
2012-03-01,4647.4697
2012-03-02,4909.713
2012-03-03,5072.999
2012-03-04,5153.4214
2012-03-05,5195.637
2012-03-06,5224.819
2012-03-07,5245.38
2012-03-08,5254.629
2012-03-09,5251.4087
2012-03-10,5256.396
2012-03-11,5314.861
2012-03-12,5461.56
2012-03-13,5699.469
2012-03-14,6003.9946
2012-03-15,6333.4033
2012-03-16,6635.144
2012-03-17,6869.7676
2012-03-18,7024.005
2012-03-19,7118.3833
2012-03-20,7185.047
2012-03-21,7246.1543
2012-03-22,7311.7817
2012-03-23,7377.161
2012-03-24,7423.7207
2012-03-25,7433.933
2012-03-26,7415.2026
2012-03-27,7389.841
2012-03-28,7372.109
2012-03-29,7383.5005
2012-03-30,7448.4336
2012-03-31,7559.4585
2012-04-01,7678.7207
2012-04-02,7753.3677
2012-04-03,7737.0645
2012-04-04,7617.0996
2012-04-05,7424.637
2012-04-06,7223.067
2012-04-07,7093.7617
2012-04-08,7123.646
2012-04-09,7426.762
2012-04-10,8095.296
2012-04-11,9107.064
2012-04-12,10245.497
2012-04-13,11152.966
2012-04-14,11633.719
2012-04-15,11766.883
2012-04-16,11748.874
2012-04-17,11702.055
2012-04-18,11684.196
2012-04-19,11782.747
2012-04-20,12088.094
2012-04-21,12603.919
2012-04-22,13277.721
2012-04-23,14165.979
2012-04-24,15452.674
2012-04-25,17199.164
2012-04-26,19005.648
2012-04-27,20196.334
2012-04-28,20501.852
2012-04-29,20192.604
2012-04-30,19726.107
2012-05-01,19469.912
2012-05-02,19578.254
2012-05-03,20028.766
2012-05-04,20801.955
2012-05-05,21951.19
2012-05-06,23475.322
2012-05-07,25301.055
2012-05-08,27178.617
2012-05-09,28442.943
2012-05-10,28521.162
2012-05-11,27457.098
2012-05-12,25682.775
2012-05-13,23648.14
2012-05-14,21684.412
2012-05-15,19974.594
2012-05-16,18556.398
2012-05-17,17419.13
2012-05-18,16607.643
2012-05-19,16186.449
2012-05-20,16114.181
2012-05-21,16467.424
2012-05-22,17800.275
2012-05-23,21045.09
2012-05-24,25810.527
2012-05-25,29291.021
2012-05-26,30013.246
2012-05-27,28999.07
2012-05-28,27305.883
2012-05-29,25650.877
2012-05-30,24295.244
2012-05-31,23254.398
2012-06-01,22633.648
2012-06-02,22664.957
2012-06-03,23511.174
2012-06-04,25024.986
2012-06-05,26616.658
2012-06-06,28114.453
2012-06-07,30151.662
2012-06-08,33430.492
2012-06-09,38134.64
2012-06-10,43831.684
2012-06-11,49200.04
2012-06-12,52189.36
2012-06-13,51971.445
2012-06-14,49744.477
2012-06-15,48112.742
2012-06-16,49974.074
2012-06-17,54703.168
2012-06-18,58396.36
2012-06-19,60535.43
2012-06-20,60728.312
2012-06-21,58057.04
2012-06-22,54169.47
2012-06-23,51646.57
2012-06-24,52229.414
2012-06-25,55774.457
2012-06-26,61012.83
2012-06-27,70795.59
2012-06-28,87354.09
2012-06-29,96783.664
2012-06-30,97439.44
2012-07-01,95202.51
2012-07-02,90609.375
2012-07-03,83897.69
2012-07-04,76277.305
2012-07-05,69027.8
2012-07-06,63851.043
2012-07-07,63677.27
2012-07-08,67384.09
2012-07-09,67210.984
2012-07-10,64130.98
2012-07-11,61820.86
2012-07-12,60702.344
2012-07-13,60976.016
2012-07-14,63795.133
2012-07-15,67160.0
2012-07-16,69625.664
2012-07-17,73240.695
2012-07-18,77073.23
2012-07-19,80593.29
2012-07-20,87642.02
2012-07-21,91123.32
2012-07-22,87445.016
2012-07-23,82218.63
2012-07-24,78343.125
2012-07-25,75957.39
2012-07-26,75722.49
2012-07-27,76135.41
2012-07-28,74132.72
2012-07-29,71201.93
2012-07-30,68996.07
2012-07-31,67537.95
2012-08-01,66012.22
2012-08-02,63425.39
2012-08-03,60234.496
2012-08-04,57682.34
2012-08-05,56122.76
2012-08-06,54855.086
2012-08-07,53542.973
2012-08-08,52273.668
2012-08-09,51161.75
2012-08-10,50028.496
2012-08-11,48636.52
2012-08-12,47083.023
2012-08-13,45608.35
2012-08-14,44269.703
2012-08-15,43120.438
2012-08-16,42004.07
2012-08-17,40620.266
2012-08-18,39029.9
2012-08-19,37473.13
2012-08-20,36090.555
