,dis24
2010-01-01,6614.504
2010-01-02,6607.9062
2010-01-03,6634.176
2010-01-04,6660.409
2010-01-05,6649.783
2010-01-06,6580.3164
2010-01-07,6451.5776
2010-01-08,6279.6104
2010-01-09,6087.0166
2010-01-10,5892.441
2010-01-11,5705.405
2010-01-12,5528.4873
2010-01-13,5361.805
2010-01-14,5206.262
2010-01-15,5065.0674
2010-01-16,4940.925
2010-01-17,4834.882
2010-01-18,4747.8765
2010-01-19,4681.429
2010-01-20,4635.4966
2010-01-21,4604.666
2010-01-22,4579.979
2010-01-23,4551.8433
2010-01-24,4513.5845
2010-01-25,4462.509
2010-01-26,4398.7275
2010-01-27,4323.475
2010-01-28,4239.19
2010-01-29,4150.2163
2010-01-30,4061.9033
2010-01-31,3980.1902
2010-02-01,3910.3477
2010-02-02,3853.7344
2010-02-03,3810.6274
2010-02-04,3780.712
2010-02-05,3762.916
2010-02-06,3755.049
2010-02-07,3751.9238
2010-02-08,3749.4326
2010-02-09,3745.6711
2010-02-10,3738.7583
2010-02-11,3724.158
2010-02-12,3697.7297
2010-02-13,3658.825
2010-02-14,3610.9998
2010-02-15,3561.152
2010-02-16,3517.4902
2010-02-17,3489.2754
2010-02-18,3482.4368
2010-02-19,3499.1274
2010-02-20,3538.7039
2010-02-21,3597.6584
2010-02-22,3673.2146
2010-02-23,3762.5935
2010-02-24,3859.5066
2010-02-25,3954.9075
2010-02-26,4037.3171
2010-02-27,4104.318
2010-02-28,4165.316
2010-03-01,4233.698
2010-03-02,4322.756
2010-03-03,4445.721
2010-03-04,4621.9795
2010-03-05,4877.261
2010-03-06,5217.173
2010-03-07,5593.53
2010-03-08,5929.2085
2010-03-09,6168.592
2010-03-10,6296.415
2010-03-11,6337.1016
2010-03-12,6341.9243
2010-03-13,6365.11
2010-03-14,6440.663
2010-03-15,6583.625
2010-03-16,6823.0186
2010-03-17,7221.4897
2010-03-18,7856.592
2010-03-19,8711.156
2010-03-20,9558.927
2010-03-21,10101.402
2010-03-22,10221.736
2010-03-23,10005.474
2010-03-24,9602.1875
2010-03-25,9149.081
2010-03-26,8788.081
2010-03-27,8636.6875
2010-03-28,8704.816
2010-03-29,8939.125
2010-03-30,9285.919
2010-03-31,9703.47
2010-04-01,10123.435
2010-04-02,10473.242
2010-04-03,10902.497
2010-04-04,12151.883
2010-04-05,15477.938
2010-04-06,20319.047
2010-04-07,23736.215
2010-04-08,24954.705
2010-04-09,25293.29
2010-04-10,25790.361
2010-04-11,26552.977
2010-04-12,27169.135
2010-04-13,27497.545
2010-04-14,27853.287
2010-04-15,28515.705
2010-04-16,29152.57
2010-04-17,28985.986
2010-04-18,28208.748
2010-04-19,28320.201
2010-04-20,29562.494
2010-04-21,30799.4
2010-04-22,31609.871
2010-04-23,32492.793
2010-04-24,33887.344
2010-04-25,35504.367
2010-04-26,36557.34
2010-04-27,36738.56
2010-04-28,36832.934
2010-04-29,37920.418
2010-04-30,41650.24
2010-05-01,47666.047
2010-05-02,51624.3
2010-05-03,51086.137
2010-05-04,47692.312
2010-05-05,43560.66
2010-05-06,39783.277
2010-05-07,36617.13
2010-05-08,34057.895
2010-05-09,32124.31
2010-05-10,30797.824
2010-05-11,30198.723
2010-05-12,30440.377
2010-05-13,31518.572
2010-05-14,33229.29
2010-05-15,35201.543
2010-05-16,37269.586
2010-05-17,39715.777
2010-05-18,43575.215
2010-05-19,50046.734
2010-05-20,56831.465
2010-05-21,61016.562
2010-05-22,64821.91
2010-05-23,66756.18
2010-05-24,64275.53
2010-05-25,59586.11
2010-05-26,56197.695
2010-05-27,56364.035
2010-05-28,57876.043
2010-05-29,57734.426
2010-05-30,55358.758
2010-05-31,51550.3
2010-06-01,47503.02
2010-06-02,44048.676
2010-06-03,41589.34
2010-06-04,41038.105
2010-06-05,42334.273
2010-06-06,43998.375
2010-06-07,45878.51
2010-06-08,49231.9
2010-06-09,53526.66
2010-06-10,56264.64
2010-06-11,57106.03
2010-06-12,58258.723
2010-06-13,60643.535
2010-06-14,62313.043
2010-06-15,61346.83
2010-06-16,58233.68
2010-06-17,54652.32
2010-06-18,53519.12
2010-06-19,57475.277
2010-06-20,60979.984
2010-06-21,60380.086
2010-06-22,59079.637
2010-06-23,58961.734
2010-06-24,61963.848
2010-06-25,64152.48
2010-06-26,61579.707
2010-06-27,59223.965
2010-06-28,63467.92
2010-06-29,85397.57
2010-06-30,102649.445
2010-07-01,100181.97
2010-07-02,91533.33
2010-07-03,83706.72
2010-07-04,78193.27
2010-07-05,74644.59
2010-07-06,71573.875
2010-07-07,68252.77
2010-07-08,65480.04
2010-07-09,63615.766
2010-07-10,61722.387
2010-07-11,61135.1
2010-07-12,71498.625
2010-07-13,83560.3
2010-07-14,84565.6
2010-07-15,80756.65
2010-07-16,76214.01
2010-07-17,71451.88
2010-07-18,67350.375
2010-07-19,65292.03
2010-07-20,67205.77
2010-07-21,72108.95
2010-07-22,76701.9
2010-07-23,81756.875
2010-07-24,83326.72
2010-07-25,80036.25
2010-07-26,74911.8
2010-07-27,69859.29
2010-07-28,66365.62
2010-07-29,64306.664
2010-07-30,61433.645
2010-07-31,58230.48
2010-08-01,56006.734
2010-08-02,54599.75
2010-08-03,52903.453
2010-08-04,50919.582
2010-08-05,49002.7
2010-08-06,47235.88
2010-08-07,45803.1
2010-08-08,44934.164
2010-08-09,44375.93
2010-08-10,43599.78
2010-08-11,42428.55
2010-08-12,41174.582
2010-08-13,39920.574
2010-08-14,38371.605
2010-08-15,36799.58
2010-08-16,35412.562
2010-08-17,34548.883
2010-08-18,34918.285
2010-08-19,36819.008
2010-08-20,39220.816
2010-08-21,42059.496
2010-08-22,46863.473
2010-08-23,51068.266
2010-08-24,54701.98
2010-08-25,60200.84
2010-08-26,63903.78
2010-08-27,61443.1
2010-08-28,57016.637
2010-08-29,53931.535
2010-08-30,52921.5
2010-08-31,53261.918
2010-09-01,53774.67
2010-09-02,53413.58
2010-09-03,51757.277
2010-09-04,49544.324
2010-09-05,47809.344
2010-09-06,47338.32
2010-09-07,48196.723
2010-09-08,49922.367
2010-09-09,51736.562
2010-09-10,51729.875
2010-09-11,51454.727
2010-09-12,53277.254
2010-09-13,58330.344
2010-09-14,63350.145
2010-09-15,63442.914
2010-09-16,60508.824
2010-09-17,57575.43
2010-09-18,55428.96
2010-09-19,53640.074
2010-09-20,51923.18
2010-09-21,50229.44
2010-09-22,48548.883
2010-09-23,47489.71
2010-09-24,47606.297
2010-09-25,47558.465
2010-09-26,46337.19
2010-09-27,44354.492
2010-09-28,42266.01
2010-09-29,40531.35
2010-09-30,39203.85
2010-10-01,38099.613
2010-10-02,37147.406
2010-10-03,36450.85
2010-10-04,36021.5
2010-10-05,35794.945
2010-10-06,35612.984
2010-10-07,35169.69
2010-10-08,34263.46
2010-10-09,33496.668
2010-10-10,32777.45
2010-10-11,32271.771
2010-10-12,32669.146
2010-10-13,33380.52
2010-10-14,33914.605
2010-10-15,33976.562
2010-10-16,33469.51
2010-10-17,32573.646
2010-10-18,31620.04
2010-10-19,30865.742
2010-10-20,30320.154
2010-10-21,29792.344
2010-10-22,29044.248
2010-10-23,27990.053
2010-10-24,26737.463
2010-10-25,25472.947
2010-10-26,24331.982
2010-10-27,23358.047
2010-10-28,22522.951
2010-10-29,21768.133
2010-10-30,21049.928
2010-10-31,20357.2
2010-11-01,19700.504
2010-11-02,19110.785
2010-11-03,18635.072
2010-11-04,18266.125
2010-11-05,17941.953
2010-11-06,17568.387
2010-11-07,17089.697
2010-11-08,16528.17
2010-11-09,15939.844
2010-11-10,15360.407
2010-11-11,14798.32
2010-11-12,14252.548
2010-11-13,13740.748
2010-11-14,13304.365
2010-11-15,12967.735
2010-11-16,12722.441
2010-11-17,12545.997
2010-11-18,12398.891
2010-11-19,12233.717
2010-11-20,12031.244
2010-11-21,11803.5
2010-11-22,11585.595
2010-11-23,11410.832
2010-11-24,11254.714
2010-11-25,11052.749
2010-11-26,10784.724
2010-11-27,10498.268
2010-11-28,10259.025
2010-11-29,10097.392
2010-11-30,10005.849
2010-12-01,9981.675
2010-12-02,10045.922
2010-12-03,10196.329
2010-12-04,10367.566
2010-12-05,10463.984
2010-12-06,10419.114
2010-12-07,10226.386
2010-12-08,9920.36
2010-12-09,9546.532
2010-12-10,9150.122
2010-12-11,8770.251
2010-12-12,8443.756
2010-12-13,8197.46
2010-12-14,8038.6333
2010-12-15,7951.4155
2010-12-16,7893.7046
2010-12-17,7814.952
2010-12-18,7686.856
2010-12-19,7509.9604
2010-12-20,7300.2485
2010-12-21,7076.543
2010-12-22,6852.916
2010-12-23,6637.041
2010-12-24,6430.9746
2010-12-25,6235.416
2010-12-26,6055.5693
2010-12-27,5899.8174
2010-12-28,5775.671
2010-12-29,5685.4575
2010-12-30,5621.1987
2010-12-31,5566.711
